NHGIS,Name
  AMR3E034:," Income in the past 12 months at or above poverty level: Other family: Male householder, no spouse present: With related children of the householder under 18 years: 5 to 17 years only"
  AMR3E035:," Income in the past 12 months at or above poverty level: Other family: Male householder, no spouse present: No related children of the householder under 18 years"
  AMR3E036:," Income in the past 12 months at or above poverty level: Other family: Female householder, no spouse present"
  AMR3E037:," Income in the past 12 months at or above poverty level: Other family: Female householder, no spouse present: With related children of the householder under 18 years"
  AMR3E038:," Income in the past 12 months at or above poverty level: Other family: Female householder, no spouse present: With related children of the householder under 18 years: Under 5 years only"
  AMR3E039:," Income in the past 12 months at or above poverty level: Other family: Female householder, no spouse present: With related children of the householder under 18 years: Under 5 years and 5 to 17 years"
  AMR3E040:," Income in the past 12 months at or above poverty level: Other family: Female householder, no spouse present: With related children of the householder under 18 years: 5 to 17 years only"
  AMR3E041:," Income in the past 12 months at or above poverty level: Other family: Female householder, no spouse present: No related children of the householder under 18 years"
  AMR5E001:," Total"
  AMR5E002:," Income in the past 12 months below poverty level"
  AMR5E003:," Income in the past 12 months below poverty level: Family households"
  AMR5E004:," Income in the past 12 months below poverty level: Family households: Married-couple family"
  AMR5E005:," Income in the past 12 months below poverty level: Family households: Married-couple family: Householder under 25 years"
  AMR5E006:," Income in the past 12 months below poverty level: Family households: Married-couple family: Householder 25 to 44 years"
  AMR5E007:," Income in the past 12 months below poverty level: Family households: Married-couple family: Householder 45 to 64 years"
  AMR5E008:," Income in the past 12 months below poverty level: Family households: Married-couple family: Householder 65 years and over"
  AMR5E009:," Income in the past 12 months below poverty level: Family households: Other family"
  AMR5E010:," Income in the past 12 months below poverty level: Family households: Other family: Male householder, no spouse present"
  AMR5E011:," Income in the past 12 months below poverty level: Family households: Other family: Male householder, no spouse present: Householder under 25 years"
  AMR5E012:," Income in the past 12 months below poverty level: Family households: Other family: Male householder, no spouse present: Householder 25 to 44 years"
  AMR5E013:," Income in the past 12 months below poverty level: Family households: Other family: Male householder, no spouse present: Householder 45 to 64 years"
  AMR5E014:," Income in the past 12 months below poverty level: Family households: Other family: Male householder, no spouse present: Householder 65 years and over"
  AMR5E015:," Income in the past 12 months below poverty level: Family households: Other family: Female householder, no spouse present"
  AMR5E016:," Income in the past 12 months below poverty level: Family households: Other family: Female householder, no spouse present: Householder under 25 years"
  AMR5E017:," Income in the past 12 months below poverty level: Family households: Other family: Female householder, no spouse present: Householder 25 to 44 years"
  AMR5E018:," Income in the past 12 months below poverty level: Family households: Other family: Female householder, no spouse present: Householder 45 to 64 years"
  AMR5E019:," Income in the past 12 months below poverty level: Family households: Other family: Female householder, no spouse present: Householder 65 years and over"
  AMR5E020:," Income in the past 12 months below poverty level: Nonfamily households"
  AMR5E021:," Income in the past 12 months below poverty level: Nonfamily households: Male householder"
  AMR5E022:," Income in the past 12 months below poverty level: Nonfamily households: Male householder: Householder under 25 years"
  AMR5E023:," Income in the past 12 months below poverty level: Nonfamily households: Male householder: Householder 25 to 44 years"
  AMR5E024:," Income in the past 12 months below poverty level: Nonfamily households: Male householder: Householder 45 to 64 years"
  AMR5E025:," Income in the past 12 months below poverty level: Nonfamily households: Male householder: Householder 65 years and over"
  AMR5E026:," Income in the past 12 months below poverty level: Nonfamily households: Female householder"
  AMR5E027:," Income in the past 12 months below poverty level: Nonfamily households: Female householder: Householder under 25 years"
  AMR5E028:," Income in the past 12 months below poverty level: Nonfamily households: Female householder: Householder 25 to 44 years"
  AMR5E029:," Income in the past 12 months below poverty level: Nonfamily households: Female householder: Householder 45 to 64 years"
  AMR5E030:," Income in the past 12 months below poverty level: Nonfamily households: Female householder: Householder 65 years and over"
  AMR5E031:," Income in the past 12 months at or above poverty level"
  AMR5E032:," Income in the past 12 months at or above poverty level: Family households"
  AMR5E033:," Income in the past 12 months at or above poverty level: Family households: Married-couple family"
  AMR5E034:," Income in the past 12 months at or above poverty level: Family households: Married-couple family: Householder under 25 years"
  AMR5E035:," Income in the past 12 months at or above poverty level: Family households: Married-couple family: Householder 25 to 44 years"
  AMR5E036:," Income in the past 12 months at or above poverty level: Family households: Married-couple family: Householder 45 to 64 years"
  AMR5E037:," Income in the past 12 months at or above poverty level: Family households: Married-couple family: Householder 65 years and over"
  AMR5E038:," Income in the past 12 months at or above poverty level: Family households: Other family"
  AMR5E039:," Income in the past 12 months at or above poverty level: Family households: Other family: Male householder, no spouse present"
  AMR5E040:," Income in the past 12 months at or above poverty level: Family households: Other family: Male householder, no spouse present: Householder under 25 years"
  AMR5E041:," Income in the past 12 months at or above poverty level: Family households: Other family: Male householder, no spouse present: Householder 25 to 44 years"
  AMR5E042:," Income in the past 12 months at or above poverty level: Family households: Other family: Male householder, no spouse present: Householder 45 to 64 years"
  AMR5E043:," Income in the past 12 months at or above poverty level: Family households: Other family: Male householder, no spouse present: Householder 65 years and over"
  AMR5E044:," Income in the past 12 months at or above poverty level: Family households: Other family: Female householder, no spouse present"
  AMR5E045:," Income in the past 12 months at or above poverty level: Family households: Other family: Female householder, no spouse present: Householder under 25 years"
  AMR5E046:," Income in the past 12 months at or above poverty level: Family households: Other family: Female householder, no spouse present: Householder 25 to 44 years"
  AMR5E047:," Income in the past 12 months at or above poverty level: Family households: Other family: Female householder, no spouse present: Householder 45 to 64 years"
  AMR5E048:," Income in the past 12 months at or above poverty level: Family households: Other family: Female householder, no spouse present: Householder 65 years and over"
  AMR5E049:," Income in the past 12 months at or above poverty level: Nonfamily households"
  AMR5E050:," Income in the past 12 months at or above poverty level: Nonfamily households: Male householder"
  AMR5E051:," Income in the past 12 months at or above poverty level: Nonfamily households: Male householder: Householder under 25 years"
  AMR5E052:," Income in the past 12 months at or above poverty level: Nonfamily households: Male householder: Householder 25 to 44 years"
  AMR5E053:," Income in the past 12 months at or above poverty level: Nonfamily households: Male householder: Householder 45 to 64 years"
  AMR5E054:," Income in the past 12 months at or above poverty level: Nonfamily households: Male householder: Householder 65 years and over"
  AMR5E055:," Income in the past 12 months at or above poverty level: Nonfamily households: Female householder"
  AMR5E056:," Income in the past 12 months at or above poverty level: Nonfamily households: Female householder: Householder under 25 years"
  AMR5E057:," Income in the past 12 months at or above poverty level: Nonfamily households: Female householder: Householder 25 to 44 years"
  AMR5E058:," Income in the past 12 months at or above poverty level: Nonfamily households: Female householder: Householder 45 to 64 years"
  AMR5E059:," Income in the past 12 months at or above poverty level: Nonfamily households: Female householder: Householder 65 years and over"
  AMR6E001:," Total"
  AMR6E002:," Income in the past 12 months below poverty level"
  AMR6E003:," Income in the past 12 months below poverty level: In family households"
  AMR6E004:," Income in the past 12 months below poverty level: In family households: In married couple families"
  AMR6E005:," Income in the past 12 months below poverty level: In family households: In married couple families: All relatives"
  AMR6E006:," Income in the past 12 months below poverty level: In family households: In married couple families: Non-relatives"
  AMR6E007:," Income in the past 12 months below poverty level: In family households: In other families"
  AMR6E008:," Income in the past 12 months below poverty level: In family households: In other families: Male householder, no spouse present"
  AMR6E009:," Income in the past 12 months below poverty level: In family households: In other families: Male householder, no spouse present: All relatives"
  AMR6E010:," Income in the past 12 months below poverty level: In family households: In other families: Male householder, no spouse present: Non-relatives"
  AMR6E011:," Income in the past 12 months below poverty level: In family households: In other families: Female householder, no spouse present"
  AMR6E012:," Income in the past 12 months below poverty level: In family households: In other families: Female householder, no spouse present: All relatives"
  AMR6E013:," Income in the past 12 months below poverty level: In family households: In other families: Female householder, no spouse present: Non-relatives"
  AMR6E014:," Income in the past 12 months below poverty level: In non-family households and other living arrangement"
  AMR6E015:," Income in the past 12 months below poverty level: In non-family households and other living arrangement: Householder"
  AMR6E016:," Income in the past 12 months below poverty level: In non-family households and other living arrangement: Householder: Living alone"
  AMR6E017:," Income in the past 12 months below poverty level: In non-family households and other living arrangement: Householder: Not living alone"
  AMR6E018:," Income in the past 12 months below poverty level: In non-family households and other living arrangement: Other living arrangement"
  AMR6E019:," Income in the past 12 months at or above poverty level"
  AMR6E020:," Income in the past 12 months at or above poverty level: In family households"
  AMR6E021:," Income in the past 12 months at or above poverty level: In family households: In married couple families"
  AMR6E022:," Income in the past 12 months at or above poverty level: In family households: In married couple families: All relatives"
  AMR6E023:," Income in the past 12 months at or above poverty level: In family households: In married couple families: Non-relatives"
  AMR6E024:," Income in the past 12 months at or above poverty level: In family households: In other families"
  AMR6E025:," Income in the past 12 months at or above poverty level: In family households: In other families: Male householder, no spouse present"
  AMR6E026:," Income in the past 12 months at or above poverty level: In family households: In other families: Male householder, no spouse present: All relatives"
  AMR6E027:," Income in the past 12 months at or above poverty level: In family households: In other families: Male householder, no spouse present: Non-relatives"
  AMR6E028:," Income in the past 12 months at or above poverty level: In family households: In other families: Female householder, no spouse present"
  AMR6E029:," Income in the past 12 months at or above poverty level: In family households: In other families: Female householder, no spouse present: All relatives"
  AMR6E030:," Income in the past 12 months at or above poverty level: In family households: In other families: Female householder, no spouse present: Non-relatives"
  AMR6E031:," Income in the past 12 months at or above poverty level: In non-family households and other living arrangement"
  AMR6E032:," Income in the past 12 months at or above poverty level: In non-family households and other living arrangement: Householder"
  AMR6E033:," Income in the past 12 months at or above poverty level: In non-family households and other living arrangement: Householder: Living alone"
  AMR6E034:," Income in the past 12 months at or above poverty level: In non-family households and other living arrangement: Householder: Not living alone"
  AMR6E035:," Income in the past 12 months at or above poverty level: In non-family households and other living arrangement: Other living arrangement"
  AMR7E001:," Total"
  AMR7E002:," Less than $10,000"
  AMR7E003:," $10,000 to $14,999"
  AMR7E004:," $15,000 to $19,999"
  AMR7E005:," $20,000 to $24,999"
  AMR7E006:," $25,000 to $29,999"
  AMR7E007:," $30,000 to $34,999"
  AMR7E008:," $35,000 to $39,999"
  AMR7E009:," $40,000 to $44,999"
  AMR7E010:," $45,000 to $49,999"
  AMR7E011:," $50,000 to $59,999"
  AMR7E012:," $60,000 to $74,999"
  AMR7E013:," $75,000 to $99,999"
  AMR7E014:," $100,000 to $124,999"
  AMR7E015:," $125,000 to $149,999"
  AMR7E016:," $150,000 to $199,999"
  AMR7E017:," $200,000 or more"
  AMR8E001:," Median household income in the past 12 months (in 2020 inflation-adjusted dollars)"
  AMR9E001:," Aggregate household income in the past 12 months (in 2020 inflation-adjusted dollars)"
  AMSSE001:," Total"
  AMSSE002:," With public assistance income"
  AMSSE003:," No public assistance income"
  AMSTE001:," Total"
  AMSTE002:," With cash public assistance or Food Stamps/SNAP"
  AMSTE003:," No cash public assistance or Food Stamps/SNAP"
  AMS6E001:," Median family income in the past 12 months (in 2020 inflation-adjusted dollars)"
  AMTCE001:," Per capita income in the past 12 months (in 2020 inflation-adjusted dollars)"
  AMTME001:," Aggregate income in the past 12 months (in 2020 inflation-adjusted dollars)"
  AMT2E001:," Total"
  AMT2E002:," Household received Food Stamps/SNAP in the past 12 months"
  AMT2E003:," Household received Food Stamps/SNAP in the past 12 months: Households with 1 or more persons with a disability"
  AMT2E004:," Household received Food Stamps/SNAP in the past 12 months: Households with no persons with a disability"
  AMT2E005:," Household did not receive Food Stamps/SNAP in the past 12 months"
  AMT2E006:," Household did not receive Food Stamps/SNAP in the past 12 months: Households with 1 or more persons with a disability"
  AMT2E007:," Household did not receive Food Stamps/SNAP in the past 12 months: Households with no persons with a disability"
  AMT9E001:," Total"
  AMT9E002:," In labor force"
  AMT9E003:," In labor force: Civilian labor force"
  AMT9E004:," In labor force: Civilian labor force: Employed"
  AMT9E005:," In labor force: Civilian labor force: Unemployed"
  AMT9E006:," In labor force: Armed Forces"
  AMT9E007:," Not in labor force"
  AMZOE001:," Total"
  AMZOE002:," Male"
  AMZOE003:," Male: Management, business, science, and arts occupations"
  AMZOE004:," Male: Management, business, science, and arts occupations: Management, business, and financial occupations"
  AMZOE005:," Male: Management, business, science, and arts occupations: Management, business, and financial occupations: Management occupations"
  AMZOE006:," Male: Management, business, science, and arts occupations: Management, business, and financial occupations: Business and financial operations occupations"
  AMZOE007:," Male: Management, business, science, and arts occupations: Computer, engineering, and science occupations"
  AMZOE008:," Male: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Computer and mathematical occupations"
  AMZOE009:," Male: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Architecture and engineering occupations"
  AMZOE010:," Male: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Life, physical, and social science occupations"
  AMZOE011:," Male: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations"
  AMZOE012:," Male: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Community and social service occupations"
  AMZOE013:," Male: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Legal occupations"
  AMZOE014:," Male: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Educational instruction, and library occupations"
  AMZOE015:," Male: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Arts, design, entertainment, sports, and media occupations"
  AMZOE016:," Male: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations"
  AMZOE017:," Male: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health diagnosing and treating practitioners and other technical occupations"
  AMZOE018:," Male: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health technologists and technicians"
  AMZOE019:," Male: Service occupations"
  AMZOE020:," Male: Service occupations: Healthcare support occupations"
  AMZOE021:," Male: Service occupations: Protective service occupations"
  AMZOE022:," Male: Service occupations: Protective service occupations: Firefighting and prevention, and other protective service workers including supervisors"
  AMZOE023:," Male: Service occupations: Protective service occupations: Law enforcement workers including supervisors"
  AMZOE024:," Male: Service occupations: Food preparation and serving related occupations"
  AMZOE025:," Male: Service occupations: Building and grounds cleaning and maintenance occupations"
  AMZOE026:," Male: Service occupations: Personal care and service occupations"
  AMZOE027:," Male: Sales and office occupations"
  AMZOE028:," Male: Sales and office occupations: Sales and related occupations"
  AMZOE029:," Male: Sales and office occupations: Office and administrative support occupations"
  AMZOE030:," Male: Natural resources, construction, and maintenance occupations"
  AMZOE031:," Male: Natural resources, construction, and maintenance occupations: Farming, fishing, and forestry occupations"
  AMZOE032:," Male: Natural resources, construction, and maintenance occupations: Construction and extraction occupations"
  AMZOE033:," Male: Natural resources, construction, and maintenance occupations: Installation, maintenance, and repair occupations"
  AMZOE034:," Male: Production, transportation, and material moving occupations"
  AMZOE035:," Male: Production, transportation, and material moving occupations: Production occupations"
  AMZOE036:," Male: Production, transportation, and material moving occupations: Transportation occupations"
  AMZOE037:," Male: Production, transportation, and material moving occupations: Material moving occupations"
  AMZOE038:," Female"
  AMZOE039:," Female: Management, business, science, and arts occupations"
  AMZOE040:," Female: Management, business, science, and arts occupations: Management, business, and financial occupations"
  AMZOE041:," Female: Management, business, science, and arts occupations: Management, business, and financial occupations: Management occupations"
  AMZOE042:," Female: Management, business, science, and arts occupations: Management, business, and financial occupations: Business and financial operations occupations"
  AMZOE043:," Female: Management, business, science, and arts occupations: Computer, engineering, and science occupations"
  AMZOE044:," Female: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Computer and mathematical occupations"
  AMZOE045:," Female: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Architecture and engineering occupations"
  AMZOE046:," Female: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Life, physical, and social science occupations"
  AMZOE047:," Female: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations"
  AMZOE048:," Female: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Community and social service occupations"
  AMZOE049:," Female: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Legal occupations"
  AMZOE050:," Female: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Educational instruction, and library occupations"
  AMZOE051:," Female: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Arts, design, entertainment, sports, and media occupations"
  AMZOE052:," Female: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations"
  AMZOE053:," Female: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health diagnosing and treating practitioners and other technical occupations"
  AMZOE054:," Female: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health technologists and technicians"
  AMZOE055:," Female: Service occupations"
  AMZOE056:," Female: Service occupations: Healthcare support occupations"
  AMZOE057:," Female: Service occupations: Protective service occupations"
  AMZOE058:," Female: Service occupations: Protective service occupations: Firefighting and prevention, and other protective service workers including supervisors"
  AMZOE059:," Female: Service occupations: Protective service occupations: Law enforcement workers including supervisors"
  AMZOE060:," Female: Service occupations: Food preparation and serving related occupations"
  AMZOE061:," Female: Service occupations: Building and grounds cleaning and maintenance occupations"
  AMZOE062:," Female: Service occupations: Personal care and service occupations"
  AMZOE063:," Female: Sales and office occupations"
  AMZOE064:," Female: Sales and office occupations: Sales and related occupations"
  AMZOE065:," Female: Sales and office occupations: Office and administrative support occupations"
  AMZOE066:," Female: Natural resources, construction, and maintenance occupations"
  AMZOE067:," Female: Natural resources, construction, and maintenance occupations: Farming, fishing, and forestry occupations"
  AMZOE068:," Female: Natural resources, construction, and maintenance occupations: Construction and extraction occupations"
  AMZOE069:," Female: Natural resources, construction, and maintenance occupations: Installation, maintenance, and repair occupations"
  AMZOE070:," Female: Production, transportation, and material moving occupations"
  AMZOE071:," Female: Production, transportation, and material moving occupations: Production occupations"
  AMZOE072:," Female: Production, transportation, and material moving occupations: Transportation occupations"
  AMZOE073:," Female: Production, transportation, and material moving occupations: Material moving occupations"
  AMZZE001:," Total"
  AMZZE002:," Male"
  AMZZE003:," Male: Agriculture, forestry, fishing and hunting, and mining"
  AMZZE004:," Male: Agriculture, forestry, fishing and hunting, and mining: Agriculture, forestry, fishing and hunting"
  AMZZE005:," Male: Agriculture, forestry, fishing and hunting, and mining: Mining, quarrying, and oil and gas extraction"
  AMZZE006:," Male: Construction"
  AMZZE007:," Male: Manufacturing"
  AMZZE008:," Male: Wholesale trade"
  AMZZE009:," Male: Retail trade"
  AMZZE010:," Male: Transportation and warehousing, and utilities"
  AMZZE011:," Male: Transportation and warehousing, and utilities: Transportation and warehousing"
  AMZZE012:," Male: Transportation and warehousing, and utilities: Utilities"
  AMZZE013:," Male: Information"
  AMZZE014:," Male: Finance and insurance, and real estate, and rental and leasing"
  AMZZE015:," Male: Finance and insurance, and real estate, and rental and leasing: Finance and insurance"
  AMZZE016:," Male: Finance and insurance, and real estate, and rental and leasing: Real estate and rental and leasing"
  AMZZE017:," Male: Professional, scientific, and management, and administrative, and waste management services"
  AMZZE018:," Male: Professional, scientific, and management, and administrative, and waste management services: Professional, scientific, and technical services"
  AMZZE019:," Male: Professional, scientific, and management, and administrative, and waste management services: Management of companies and enterprises"
  AMZZE020:," Male: Professional, scientific, and management, and administrative, and waste management services: Administrative and support and waste management services"
  AMZZE021:," Male: Educational services, and health care and social assistance"
  AMZZE022:," Male: Educational services, and health care and social assistance: Educational services"
  AMZZE023:," Male: Educational services, and health care and social assistance: Health care and social assistance"
  AMZZE024:," Male: Arts, entertainment, and recreation, and accommodation and food services"
  AMZZE025:," Male: Arts, entertainment, and recreation, and accommodation and food services: Arts, entertainment, and recreation"
  AMZZE026:," Male: Arts, entertainment, and recreation, and accommodation and food services: Accommodation and food services"
  AMZZE027:," Male: Other services, except public administration"
  AMZZE028:," Male: Public administration"
  AMZZE029:," Female"
  AMZZE030:," Female: Agriculture, forestry, fishing and hunting, and mining"
  AMZZE031:," Female: Agriculture, forestry, fishing and hunting, and mining: Agriculture, forestry, fishing and hunting"
  AMZZE032:," Female: Agriculture, forestry, fishing and hunting, and mining: Mining, quarrying, and oil and gas extraction"
  AMZZE033:," Female: Construction"
  AMZZE034:," Female: Manufacturing"
  AMZZE035:," Female: Wholesale trade"
  AMZZE036:," Female: Retail trade"
  AMZZE037:," Female: Transportation and warehousing, and utilities"
  AMZZE038:," Female: Transportation and warehousing, and utilities: Transportation and warehousing"
  AMZZE039:," Female: Transportation and warehousing, and utilities: Utilities"
  AMZZE040:," Female: Information"
  AMZZE041:," Female: Finance and insurance, and real estate, and rental and leasing"
  AMZZE042:," Female: Finance and insurance, and real estate, and rental and leasing: Finance and insurance"
  AMZZE043:," Female: Finance and insurance, and real estate, and rental and leasing: Real estate and rental and leasing"
  AMZZE044:," Female: Professional, scientific, and management, and administrative, and waste management services"
  AMZZE045:," Female: Professional, scientific, and management, and administrative, and waste management services: Professional, scientific, and technical services"
  AMZZE046:," Female: Professional, scientific, and management, and administrative, and waste management services: Management of companies and enterprises"
  AMZZE047:," Female: Professional, scientific, and management, and administrative, and waste management services: Administrative and support and waste management services"
  AMZZE048:," Female: Educational services, and health care and social assistance"
  AMZZE049:," Female: Educational services, and health care and social assistance: Educational services"
  AMZZE050:," Female: Educational services, and health care and social assistance: Health care and social assistance"
  AMZZE051:," Female: Arts, entertainment, and recreation, and accommodation and food services"
  AMZZE052:," Female: Arts, entertainment, and recreation, and accommodation and food services: Arts, entertainment, and recreation"
  AMZZE053:," Female: Arts, entertainment, and recreation, and accommodation and food services: Accommodation and food services"
  AMZZE054:," Female: Other services, except public administration"
  AMZZE055:," Female: Public administration"
  AMUDE001:," Total"
  AMUEE001:," Total"
  AMUEE002:," Occupied"
  AMUEE003:," Vacant"
  AMUFE001:," Total"
  AMUFE002:," Owner occupied"
  AMUFE003:," Renter occupied"
  AMUPE001:," Total"
  AMUPE002:," For rent"
  AMUPE003:," Rented, not occupied"
  AMUPE004:," For sale only"
  AMUPE005:," Sold, not occupied"
  AMUPE006:," For seasonal, recreational, or occasional use"
  AMUPE007:," For migrant workers"
  AMUPE008:," Other vacant"
  AMU4E001:," Total"
  AMU4E002:," 1, detached"
  AMU4E003:," 1, attached"
  AMU4E004:," 2"
  AMU4E005:," 3 or 4"
  AMU4E006:," 5 to 9"
  AMU4E007:," 10 to 19"
  AMU4E008:," 20 to 49"
  AMU4E009:," 50 or more"
  AMU4E010:," Mobile home"
  AMU4E011:," Boat, RV, van, etc."
  AMU7E001:," Total"
  AMU7E002:," Built 2014 or later"
  AMU7E003:," Built 2010 to 2013"
  AMU7E004:," Built 2000 to 2009"
  AMU7E005:," Built 1990 to 1999"
  AMU7E006:," Built 1980 to 1989"
  AMU7E007:," Built 1970 to 1979"
  AMU7E008:," Built 1960 to 1969"
  AMU7E009:," Built 1950 to 1959"
  AMU7E010:," Built 1940 to 1949"
  AMU7E011:," Built 1939 or earlier"
  AMU8E001:," Median year structure built"
  AMVHE001:," Total"
  AMVHE002:," Owner occupied"
  AMVHE003:," Owner occupied: No vehicle available"
  AMVHE004:," Owner occupied: 1 vehicle available"
  AMVHE005:," Owner occupied: 2 vehicles available"
  AMVHE006:," Owner occupied: 3 vehicles available"
  AMVHE007:," Owner occupied: 4 vehicles available"
  AMVHE008:," Owner occupied: 5 or more vehicles available"
  AMVHE009:," Renter occupied"
  AMVHE010:," Renter occupied: No vehicle available"
  AMVHE011:," Renter occupied: 1 vehicle available"
  AMVHE012:," Renter occupied: 2 vehicles available"
  AMVHE013:," Renter occupied: 3 vehicles available"
  AMVHE014:," Renter occupied: 4 vehicles available"
  AMVHE015:," Renter occupied: 5 or more vehicles available"
  AMVTE001:," Median contract rent"
  AMVYE001:," Total"
  AMVYE002:," With cash rent"
  AMVYE003:," With cash rent: Less than $100"
  AMVYE004:," With cash rent: $100 to $149"
  AMVYE005:," With cash rent: $150 to $199"
  AMVYE006:," With cash rent: $200 to $249"
  AMVYE007:," With cash rent: $250 to $299"
  AMVYE008:," With cash rent: $300 to $349"
  AMVYE009:," With cash rent: $350 to $399"
  AMVYE010:," With cash rent: $400 to $449"
  AMVYE011:," With cash rent: $450 to $499"
  AMVYE012:," With cash rent: $500 to $549"
  AMVYE013:," With cash rent: $550 to $599"
  AMVYE014:," With cash rent: $600 to $649"
  AMVYE015:," With cash rent: $650 to $699"
  AMVYE016:," With cash rent: $700 to $749"
  AMVYE017:," With cash rent: $750 to $799"
  AMVYE018:," With cash rent: $800 to $899"
  AMVYE019:," With cash rent: $900 to $999"
  AMVYE020:," With cash rent: $1,000 to $1,249"
  AMVYE021:," With cash rent: $1,250 to $1,499"
  AMVYE022:," With cash rent: $1,500 to $1,999"
  AMVYE023:," With cash rent: $2,000 to $2,499"
  AMVYE024:," With cash rent: $2,500 to $2,999"
  AMVYE025:," With cash rent: $3,000 to $3,499"
  AMVYE026:," With cash rent: $3,500 or more"
  AMVYE027:," No cash rent"
  AMVZE001:," Median gross rent"
  AMV5E001:," Total"
  AMV5E002:," Less than 10.0 percent"
  AMV5E003:," 10.0 to 14.9 percent"
  AMV5E004:," 15.0 to 19.9 percent"
  AMV5E005:," 20.0 to 24.9 percent"
  AMV5E006:," 25.0 to 29.9 percent"
  AMV5E007:," 30.0 to 34.9 percent"
  AMV5E008:," 35.0 to 39.9 percent"
  AMV5E009:," 40.0 to 49.9 percent"
  AMV5E010:," 50.0 percent or more"
  AMV5E011:," Not computed"
  AMV6E001:," Median gross rent as a percentage of household income"
  AMV9E001:," Total"
  AMV9E002:," Less than $10,000"
  AMV9E003:," $10,000 to $14,999"
  AMV9E004:," $15,000 to $19,999"
  AMV9E005:," $20,000 to $24,999"
  AMV9E006:," $25,000 to $29,999"
  AMV9E007:," $30,000 to $34,999"
  AMV9E008:," $35,000 to $39,999"
  AMV9E009:," $40,000 to $49,999"
  AMV9E010:," $50,000 to $59,999"
  AMV9E011:," $60,000 to $69,999"
  AMV9E012:," $70,000 to $79,999"
  AMV9E013:," $80,000 to $89,999"
  AMV9E014:," $90,000 to $99,999"
  AMV9E015:," $100,000 to $124,999"
  AMV9E016:," $125,000 to $149,999"
  AMV9E017:," $150,000 to $174,999"
  AMV9E018:," $175,000 to $199,999"
  AMV9E019:," $200,000 to $249,999"
  AMV9E020:," $250,000 to $299,999"
  AMV9E021:," $300,000 to $399,999"
  AMV9E022:," $400,000 to $499,999"
  AMV9E023:," $500,000 to $749,999"
  AMV9E024:," $750,000 to $999,999"
  AMV9E025:," $1,000,000 to $1,499,999"
  AMV9E026:," $1,500,000 to $1,999,999"
  AMV9E027:," $2,000,000 or more"
  AMWBE001:," Median value (dollars)"
  AMWQE001:," Total"
  AMWQE002:," Under 19 years"
  AMWQE003:," Under 19 years: With one type of health insurance coverage"
  AMWQE004:," Under 19 years: With one type of health insurance coverage: With employer-based health insurance only"
  AMWQE005:," Under 19 years: With one type of health insurance coverage: With direct-purchase health insurance only"
  AMWQE006:," Under 19 years: With one type of health insurance coverage: With Medicare coverage only"
  AMWQE007:," Under 19 years: With one type of health insurance coverage: With Medicaid/means-tested public coverage only"
  AMWQE008:," Under 19 years: With one type of health insurance coverage: With TRICARE/military health coverage only"
  AMWQE009:," Under 19 years: With one type of health insurance coverage: With VA Health Care only"
  AMWQE010:," Under 19 years: With two or more types of health insurance coverage"
  AMWQE011:," Under 19 years: With two or more types of health insurance coverage: With employer-based and direct-purchase coverage"
  AMWQE012:," Under 19 years: With two or more types of health insurance coverage: With employer-based and Medicare coverage"
  AMWQE013:," Under 19 years: With two or more types of health insurance coverage: With Medicare and Medicaid/means-tested public coverage"
  AMWQE014:," Under 19 years: With two or more types of health insurance coverage: Other private only combinations"
  AMWQE015:," Under 19 years: With two or more types of health insurance coverage: Other public only combinations"
  AMWQE016:," Under 19 years: With two or more types of health insurance coverage: Other coverage combinations"
  AMWQE017:," Under 19 years: No health insurance coverage"
  AMWQE018:," 19 to 34 years"
  AMWQE019:," 19 to 34 years: With one type of health insurance coverage"
  AMWQE020:," 19 to 34 years: With one type of health insurance coverage: With employer-based health insurance only"
  AMWQE021:," 19 to 34 years: With one type of health insurance coverage: With direct-purchase health insurance only"
  AMWQE022:," 19 to 34 years: With one type of health insurance coverage: With Medicare coverage only"
  AMWQE023:," 19 to 34 years: With one type of health insurance coverage: With Medicaid/means-tested public coverage only"
  AMWQE024:," 19 to 34 years: With one type of health insurance coverage: With TRICARE/military health coverage only"
  AMWQE025:," 19 to 34 years: With one type of health insurance coverage: With VA Health Care only"
